frequency,wavelength,amplitude,channel1_intensity
83,611.18,69.0,981.0239963993781
83,611.18,70.0,983.5511064538721
83,611.18,71.0,982.900776251871
83,611.18,72.0,1011.2570461146788
83,611.18,73.0,1009.637783739619
83,611.18,74.0,1022.1896291977156
83,611.18,75.0,1023.6062102051471
83,611.18,76.0,1047.6146253290017
83,611.18,77.0,1045.7920614997583
83,611.18,78.0,1051.8718920590998
83,611.18,79.0,1073.57811250532
83,611.18,80.0,1081.0000330479106
83,611.18,81.0,1097.1439328715458
83,611.18,82.0,1137.261919756849
83,611.18,83.0,1129.342954734446
83,611.18,84.0,1153.984395966112
83,611.18,85.0,1184.0238787594822
83,611.18,86.0,1194.751616167923
83,611.18,87.0,1220.2817606310282
83,611.18,88.0,1255.6013295147095
83,611.18,89.0,1272.9978767380812
83,611.18,90.0,1298.5464075680313
83,611.18,91.0,1331.8250833907102
83,611.18,92.0,1382.7850965200053
83,611.18,93.0,1401.5883749981099
83,611.18,94.0,1404.3436296694172
83,611.18,95.0,1450.8539403927161
83,611.18,96.0,1495.7619874724228
83,611.18,97.0,1523.149963270569
83,611.18,98.0,1563.0576089034353
83,611.18,99.0,1606.5956863475105
83,611.18,100.0,1662.6705455939468
84,605.59,1.0,43.96863194178881
84,605.59,2.0,37.64932051178847
84,605.59,3.0,23.62629547552421
84,605.59,4.0,35.61528780498056
84,605.59,5.0,65.11192047691324
84,605.59,6.0,47.078143472737665
84,605.59,7.0,62.63914275325297
84,605.59,8.0,92.47548797559566
84,605.59,9.0,108.11576991108224
84,605.59,10.0,112.24870634959365
84,605.59,11.0,129.5177549588708
84,605.59,12.0,148.12486624586862
84,605.59,13.0,172.19136010362436
84,605.59,14.0,210.55490658551167
84,605.59,15.0,208.37321365655035
84,605.59,16.0,232.07535204469133
84,605.59,17.0,259.5116954598702
84,605.59,18.0,296.72296628393246
84,605.59,19.0,309.7268861068404
84,605.59,20.0,342.0563452903663
84,605.59,21.0,370.43909710301546
84,605.59,22.0,410.3798097874651
84,605.59,23.0,424.25729649630273
84,605.59,24.0,473.25983113346865
84,605.59,25.0,499.17723432200455
84,605.59,26.0,529.5762756412796
84,605.59,27.0,535.3334191220456
84,605.59,28.0,563.3987572460363
84,605.59,29.0,574.8809444346178
84,605.59,30.0,618.6898133961507
84,605.59,31.0,641.3948407997443
84,605.59,32.0,665.9251047452792
84,605.59,33.0,668.8461958551097
84,605.59,34.0,692.9795560665623
84,605.59,35.0,710.7741551780966
84,605.59,36.0,751.3577591427135
84,605.59,37.0,762.0143558309837
84,605.59,38.0,778.4431496025051
84,605.59,39.0,769.6943009200486
84,605.59,40.0,800.5087523862916
84,605.59,41.0,816.5701670782465
84,605.59,42.0,832.098585227237
84,605.59,43.0,872.2163137255818
84,605.59,44.0,853.1406160568334
84,605.59,45.0,861.2914293487548
84,605.59,46.0,860.4033069990977
84,605.59,47.0,860.3772709628175
84,605.59,48.0,885.9352919840164
84,605.59,49.0,890.0711135548811
84,605.59,50.0,891.9397519813359
84,605.59,51.0,917.1314564207213
84,605.59,52.0,896.1399271124136
84,605.59,53.0,900.5710183738171
84,605.59,54.0,893.8242368925822
84,605.59,55.0,921.5458479424652
84,605.59,56.0,931.9754508393094
84,605.59,57.0,901.0167193625747
84,605.59,58.0,921.1146633965355
84,605.59,59.0,932.9601684678722
84,605.59,60.0,949.7402890029307
84,605.59,61.0,933.5383735450725
84,605.59,62.0,942.2016475844199
84,605.59,63.0,933.2059897305404
84,605.59,64.0,948.8425328544117
84,605.59,65.0,947.6954336436946
84,605.59,66.0,957.7495490450258
84,605.59,67.0,970.0890886091715
84,605.59,68.0,978.116800904857
84,605.59,69.0,998.4757121595915
84,605.59,70.0,990.9722441392971
84,605.59,71.0,1008.5263709479184
84,605.59,72.0,1035.099562513716
84,605.59,73.0,1063.6614504288543
84,605.59,74.0,1066.0653334444658
84,605.59,75.0,1114.9610275605767
84,605.59,76.0,1100.5386665282333
84,605.59,77.0,1122.1651830896822
84,605.59,78.0,1142.643831479192
84,605.59,79.0,1175.4284985770917
84,605.59,80.0,1217.1175173131714
84,605.59,81.0,1220.4463295896023
84,605.59,82.0,1277.6973475719026
84,605.59,83.0,1281.373555228373
84,605.59,84.0,1322.5580582795142
84,605.59,85.0,1347.9630096636695
84,605.59,86.0,1381.6070159930482
84,605.59,87.0,1434.8729677001522
84,605.59,88.0,1477.3852531343355
84,605.59,89.0,1493.797629945301
84,605.59,90.0,1549.3859775267701
84,605.59,91.0,1585.7868879091013
84,605.59,92.0,1623.3081568762673
84,605.59,93.0,1652.828420533706
84,605.59,94.0,1724.6903851186848
84,605.59,95.0,1752.8158550661233
84,605.59,96.0,1786.4863211691256
84,605.59,97.0,1844.8947087312417
84,605.59,98.0,1855.2720374502603
84,605.59,99.0,1879.4299106884898
84,605.59,100.0,1957.305141086831
85,599.66,1.0,311.1791202440272
85,599.66,2.0,20.276077900490492
85,599.66,3.0,25.5781537800865
85,599.66,4.0,28.286656309756832
85,599.66,5.0,41.502777075300315
85,599.66,6.0,75.20530819336282
85,599.66,7.0,86.15533840700563
85,599.66,8.0,102.02831410054887
85,599.66,9.0,103.19848442663674
85,599.66,10.0,131.45939334362532
85,599.66,11.0,151.32114677779825
85,599.66,12.0,189.54902672620565
85,599.66,13.0,205.79442543531695
85,599.66,14.0,242.02700382297846
85,599.66,15.0,255.83045679001006
85,599.66,16.0,287.76926272880706
85,599.66,17.0,305.4695477259407
85,599.66,18.0,329.79397485404434
85,599.66,19.0,381.2828020219773
85,599.66,20.0,407.81237039695685
85,599.66,21.0,423.19410056342605
85,599.66,22.0,458.15735915792067
85,599.66,23.0,504.686780944845
85,599.66,24.0,530.0141308342986
85,599.66,25.0,535.9276479534512
85,599.66,26.0,567.1848626181624
85,599.66,27.0,591.0111696743384
85,599.66,28.0,615.2029871404133
85,599.66,29.0,665.3354542658805
85,599.66,30.0,676.7653250688724
85,599.66,31.0,700.7536444065136
85,599.66,32.0,717.1518036224983
85,599.66,33.0,711.3749855498446
85,599.66,34.0,742.5726543207277
85,599.66,35.0,760.6515697945127
85,599.66,36.0,801.775391431293
85,599.66,37.0,791.8205644271313
85,599.66,38.0,800.0030851006635
85,599.66,39.0,885.7937785912889
85,599.66,40.0,849.9802265585139
85,599.66,41.0,853.6815906025721
85,599.66,42.0,839.7130130350561
85,599.66,43.0,861.9529256590878
85,599.66,44.0,870.0146963118042
85,599.66,45.0,858.8351143867951
85,599.66,46.0,884.8975773567345
85,599.66,47.0,873.0899695797217
85,599.66,48.0,880.3856077144609
85,599.66,49.0,886.5110363426937
85,599.66,50.0,880.0930336947398
85,599.66,51.0,876.6327487886499
85,599.66,52.0,876.5433865418912
85,599.66,53.0,886.0724839501088
85,599.66,54.0,888.9983753484167
85,599.66,55.0,896.058947277877
85,599.66,56.0,906.4585831617526
85,599.66,57.0,915.1952767873889
85,599.66,58.0,926.099289995269
85,599.66,59.0,930.9948117098545
85,599.66,60.0,942.2784454878748
85,599.66,61.0,937.8797635222563
85,599.66,62.0,948.3777688454924
85,599.66,63.0,974.48703353659
85,599.66,64.0,982.499195155192
85,599.66,65.0,1008.7874350935653
85,599.66,66.0,1024.6083864515424
85,599.66,67.0,1051.4521962374256
85,599.66,68.0,1082.7815353761673
85,599.66,69.0,1114.4296756051017
85,599.66,70.0,1137.2517129291207
85,599.66,71.0,1155.0172817825694
85,599.66,72.0,1218.4254745088958
85,599.66,73.0,1233.594517663667
85,599.66,74.0,1261.2109336846595
85,599.66,75.0,1300.658632051955
85,599.66,76.0,1349.785215754602
85,599.66,77.0,1364.9743200890891
85,599.66,78.0,1389.5716564450486
85,599.66,79.0,1473.445712238218
85,599.66,80.0,1498.4274310450471
85,599.66,81.0,1527.5980672747075
85,599.66,82.0,1567.5657058643676
85,599.66,83.0,1614.3493785477704
85,599.66,84.0,1660.1660650961517
85,599.66,85.0,1713.2863688934967
85,599.66,86.0,1734.0575846037432
85,599.66,87.0,1775.9917287357594
85,599.66,88.0,1847.955347845091
85,599.66,89.0,1890.7006749467425
85,599.66,90.0,1913.279447929819
85,599.66,91.0,1967.555123773258
85,599.66,92.0,2006.0871142776389
85,599.66,93.0,2044.2345083538144
85,599.66,94.0,2072.0514943634907
85,599.66,95.0,2121.172171857521
85,599.66,96.0,2152.564555124596
85,599.66,97.0,2172.2347182565413
85,599.66,98.0,2223.1180592307796
85,599.66,99.0,2233.821871295445
85,599.66,100.0,2268.0799722241613
86,594.43,1.0,170.61260221953884
86,594.43,2.0,34.69916095715138
86,594.43,3.0,42.21295922695848
86,594.43,4.0,58.99336444265416
86,594.43,5.0,58.9472538533148
86,594.43,6.0,91.23767831394174
86,594.43,7.0,107.34257487139456
86,594.43,8.0,104.37849933088081
86,594.43,9.0,121.26490146377766
86,594.43,10.0,159.22709182112973
86,594.43,11.0,186.8120037453168
86,594.43,12.0,215.38358151445323
86,594.43,13.0,239.66396773227055
86,594.43,14.0,286.6130985927598
86,594.43,15.0,317.94943785895276
86,594.43,16.0,330.93175099643156
86,594.43,17.0,353.74085737985104
86,594.43,18.0,428.04766182973805
86,594.43,19.0,437.421717646009
86,594.43,20.0,453.0006605338463
86,594.43,21.0,483.40351536779326
86,594.43,22.0,514.71085373699
86,594.43,23.0,562.2021035760935
86,594.43,24.0,581.8957416708388
86,594.43,25.0,605.2634948574489
86,594.43,26.0,632.0661145049297
86,594.43,27.0,664.7938165407256
86,594.43,28.0,668.8864662611618
86,594.43,29.0,705.3518892266228
86,594.43,30.0,704.9787630153191
86,594.43,31.0,740.1383651653093
86,594.43,32.0,762.4018704292879
86,594.43,33.0,772.6567401258621
86,594.43,34.0,786.1480077793374
86,594.43,35.0,786.5089775993215
86,594.43,36.0,807.2121541494672
86,594.43,37.0,806.0187242810839
86,594.43,38.0,829.3740948924567
86,594.43,39.0,850.9381520571285
86,594.43,40.0,832.7483624581143
86,594.43,41.0,830.1953660783126
86,594.43,42.0,830.4296689134381
86,594.43,43.0,848.0775932461295
86,594.43,44.0,865.2482127948223
86,594.43,45.0,854.5331585193331
86,594.43,46.0,852.4813629861617
86,594.43,47.0,864.332137099184
86,594.43,48.0,878.7499401214857
86,594.43,49.0,871.7424299710758
86,594.43,50.0,893.6136365202495
86,594.43,51.0,879.9385295801391
86,594.43,52.0,907.0986689261704
86,594.43,53.0,900.7391695697497
86,594.43,54.0,927.6326790482511
86,594.43,55.0,937.6215514426785
86,594.43,56.0,957.9020124346893
86,594.43,57.0,965.3601581463362
86,594.43,58.0,982.2201712179532
86,594.43,59.0,1030.3168269580585
86,594.43,60.0,1035.6161423776905
86,594.43,61.0,1074.2998073628003
86,594.43,62.0,1124.1405958886528
86,594.43,63.0,1152.9062588335012
86,594.43,64.0,1204.2420977092067
86,594.43,65.0,1207.8295256262288
86,594.43,66.0,1257.145338131504
86,594.43,67.0,1304.0700133747137
86,594.43,68.0,1344.8031309452272
86,594.43,69.0,1382.121598833509
86,594.43,70.0,1441.626132398666
86,594.43,71.0,1494.7118955788794
86,594.43,72.0,1537.2051897748804
86,594.43,73.0,1559.578659965425
86,594.43,74.0,1616.574308634221
86,594.43,75.0,1686.4161757523157
86,594.43,76.0,1716.9487404793074
86,594.43,77.0,1805.1658900121736
86,594.43,78.0,1831.9479153811515
86,594.43,79.0,459.24668941295727
86,0.0,80.0,0.0
86,0.0,81.0,0.0
86,0.0,82.0,0.0
86,0.0,83.0,0.0
86,0.0,84.0,0.0
86,0.0,85.0,0.0
86,0.0,86.0,0.0
86,0.0,87.0,0.0
86,0.0,88.0,0.0
86,0.0,89.0,0.0
86,0.0,90.0,0.0
86,0.0,91.0,0.0
86,0.0,92.0,0.0
86,0.0,93.0,0.0
86,0.0,94.0,0.0
86,0.0,95.0,0.0
86,0.0,96.0,0.0
86,0.0,97.0,0.0
86,0.0,98.0,0.0
86,0.0,99.0,0.0
86,0.0,100.0,0.0
87,588.86,1.0,58.48121451781101
87,588.86,2.0,40.894109885655496
87,588.86,3.0,39.95263640718683
87,588.86,4.0,68.52547513976575
87,588.86,5.0,64.38804552685333
87,588.86,6.0,88.32124255725566
87,588.86,7.0,132.43225141301676
87,588.86,8.0,138.1830244689414
87,588.86,9.0,174.78020689402376
87,588.86,10.0,199.6218776622988
87,588.86,11.0,244.1580300107753
87,588.86,12.0,261.09122422608056
87,588.86,13.0,293.5804192115461
87,588.86,14.0,332.2276717124563
87,588.86,15.0,373.2924745536965
87,588.86,16.0,411.5107350706442
87,588.86,17.0,424.3192432967031
87,588.86,18.0,464.6587080821805
87,588.86,19.0,511.6637739334789
87,588.86,20.0,538.6507300713802
87,588.86,21.0,587.1374675925609
87,588.86,22.0,624.1621617168316
87,588.86,23.0,653.5695394962909
87,588.86,24.0,658.0854613221641
87,588.86,25.0,669.2742049487889
87,588.86,26.0,701.6692228460411
87,588.86,27.0,725.7404722773904
87,588.86,28.0,773.7802040063968
87,588.86,29.0,752.1515026889583
87,588.86,30.0,780.2844657111069
87,588.86,31.0,821.8248101417917
87,588.86,32.0,811.5847842140663
87,588.86,33.0,841.679701688478
87,588.86,34.0,808.9235674970554
87,588.86,35.0,801.0985982330625
87,588.86,36.0,835.1134940997629
87,588.86,37.0,867.7248009663298
87,588.86,38.0,827.5861118447984
87,588.86,39.0,838.2286854976905
87,588.86,40.0,848.631448204869
87,588.86,41.0,845.9970439141653
87,588.86,42.0,835.7747162126061
87,588.86,43.0,837.0656726125717
87,588.86,44.0,874.5069449761713
87,588.86,45.0,852.16703107315
87,588.86,46.0,880.3033810072599
87,588.86,47.0,923.2708612756448
87,588.86,48.0,906.8398403630932
87,588.86,49.0,928.5044163653023
87,588.86,50.0,954.0496966452339
87,588.86,51.0,989.9156433185914
87,588.86,52.0,1032.0131893229814
87,588.86,53.0,1065.387442998512
87,588.86,54.0,1094.5389922664324
87,588.86,55.0,1130.7092456607206
87,588.86,56.0,1175.4465776862924
87,588.86,57.0,1193.912151461642
87,588.86,58.0,1252.6459189953914
87,588.86,59.0,1295.152108191606
87,588.86,60.0,1372.3042176691247
87,588.86,61.0,1405.328076089237
87,588.86,62.0,1462.1951278598967
87,588.86,63.0,1532.6370971224367
87,588.86,64.0,1566.696368124617
87,588.86,65.0,1603.7477105715684
87,588.86,66.0,1683.6779484049366
87,588.86,67.0,474.6191497486454
87,0.0,68.0,0.0
87,0.0,69.0,0.0
87,0.0,70.0,0.0
87,0.0,71.0,0.0
87,0.0,72.0,0.0
87,0.0,73.0,0.0
87,0.0,74.0,0.0
87,0.0,75.0,0.0
87,0.0,76.0,0.0
87,0.0,77.0,0.0
87,0.0,78.0,0.0
87,0.0,79.0,0.0
87,0.0,80.0,0.0
87,0.0,81.0,0.0
87,0.0,82.0,0.0
87,0.0,83.0,0.0
87,0.0,84.0,0.0
87,0.0,85.0,0.0
87,0.0,86.0,0.0
87,0.0,87.0,0.0
87,0.0,88.0,0.0
87,0.0,89.0,0.0
87,0.0,90.0,0.0
87,0.0,91.0,0.0
87,0.0,92.0,0.0
87,0.0,93.0,0.0
87,0.0,94.0,0.0
87,0.0,95.0,0.0
87,0.0,96.0,0.0
87,0.0,97.0,0.0
87,0.0,98.0,0.0
87,0.0,99.0,0.0
87,0.0,100.0,0.0
88,583.29,1.0,39.99797187149105
88,583.29,2.0,57.206746621196274
88,583.29,3.0,61.27746085055009
88,583.29,4.0,75.40189792639774
88,583.29,5.0,76.52331768847473
88,583.29,6.0,116.34199361183933
88,583.29,7.0,126.13150150891792
88,583.29,8.0,153.0226507722656
88,583.29,9.0,181.5376145821071
88,583.29,10.0,229.28910915859635
88,583.29,11.0,256.3591332920584
88,583.29,12.0,292.52474555442063
88,583.29,13.0,342.00194057811984
88,583.29,14.0,412.60067545326524
88,583.29,15.0,428.5319970732846
88,583.29,16.0,492.7294364762969
88,583.29,17.0,502.2293717746431
88,583.29,18.0,529.3713577606851
88,583.29,19.0,588.6874370712796
88,583.29,20.0,609.9610507345471
88,583.29,21.0,628.4306826959617
88,583.29,22.0,660.000027005032
88,583.29,23.0,675.133272799249
88,583.29,24.0,709.1962697182609
88,583.29,25.0,727.6930621645212
88,583.29,26.0,731.3818168422846
88,583.29,27.0,748.4900926442438
88,583.29,28.0,759.6660965534608
88,583.29,29.0,755.7367600796598
88,583.29,30.0,784.8042268911547
88,583.29,31.0,771.5476607795372
88,583.29,32.0,783.9481454889642
88,583.29,33.0,790.6378185495224
88,583.29,34.0,789.2618646165787
88,583.29,35.0,792.8597001830719
88,583.29,36.0,794.7131273668105
88,583.29,37.0,796.401193423684
88,583.29,38.0,831.4242567080354
88,583.29,39.0,811.1978341731112
88,583.29,40.0,857.9410333055542
88,583.29,41.0,848.2537985179479
88,583.29,42.0,859.5241127542324
88,583.29,43.0,897.474353790345
88,583.29,44.0,922.2228976738389
88,583.29,45.0,957.5380636203785
88,583.29,46.0,985.7414025870858
88,583.29,47.0,1021.1565653190638
88,583.29,48.0,1077.0654189996271
88,583.29,49.0,1126.370887368152
88,583.29,50.0,1150.7317311935594
88,583.29,51.0,1206.3190377467793
88,583.29,52.0,1264.4518104541007
88,583.29,53.0,1332.7608096656998
88,583.29,54.0,1368.391064050183
88,583.29,55.0,1425.3045174711942
88,583.29,56.0,1491.8252241543335
88,583.29,57.0,550.4752025870802
88,0.0,58.0,0.0
88,0.0,59.0,0.0
88,0.0,60.0,0.0
88,0.0,61.0,0.0
88,0.0,62.0,0.0
88,0.0,63.0,0.0
88,0.0,64.0,0.0
88,0.0,65.0,0.0
88,0.0,66.0,0.0
88,0.0,67.0,0.0
88,0.0,68.0,0.0
88,0.0,69.0,0.0
88,0.0,70.0,0.0
88,0.0,71.0,0.0
88,0.0,72.0,0.0
88,0.0,73.0,0.0
88,0.0,74.0,0.0
88,0.0,75.0,0.0
88,0.0,76.0,0.0
88,0.0,77.0,0.0
88,0.0,78.0,0.0
88,0.0,79.0,0.0
88,0.0,80.0,0.0
88,0.0,81.0,0.0
88,0.0,82.0,0.0
88,0.0,83.0,0.0
88,0.0,84.0,0.0
88,0.0,85.0,0.0
88,0.0,86.0,0.0
88,0.0,87.0,0.0
88,0.0,88.0,0.0
88,0.0,89.0,0.0
88,0.0,90.0,0.0
88,0.0,91.0,0.0
88,0.0,92.0,0.0
88,0.0,93.0,0.0
88,0.0,94.0,0.0
88,0.0,95.0,0.0
88,0.0,96.0,0.0
88,0.0,97.0,0.0
88,0.0,98.0,0.0
88,0.0,99.0,0.0
88,0.0,100.0,0.0
89,578.08,1.0,25.89628776596146
89,578.08,2.0,48.42995468098529
89,578.08,3.0,50.462385273532234
89,578.08,4.0,63.10940514415242
89,578.08,5.0,87.75422081369521
89,578.08,6.0,113.39616944615386
89,578.08,7.0,165.67071765871333
89,578.08,8.0,175.7841341396869
89,578.08,9.0,221.13438059884737
89,578.08,10.0,256.96862634736743
89,578.08,11.0,294.34180436467267
89,578.08,12.0,349.8022970960778
89,578.08,13.0,383.02979743702
89,578.08,14.0,428.04165616114375
89,578.08,15.0,460.1905231539679
89,578.08,16.0,509.0677062787353
89,578.08,17.0,529.5996125729453
89,578.08,18.0,560.1766567868184
89,578.08,19.0,600.2403846127762
89,578.08,20.0,635.0763718322876
89,578.08,21.0,646.0172144639413
89,578.08,22.0,680.5069285141864
89,578.08,23.0,700.9195494557354
89,578.08,24.0,748.8899573363029
89,578.08,25.0,740.63698622918
89,578.08,26.0,743.7441249233609
89,578.08,27.0,728.5542585954302
89,578.08,28.0,731.1514790828015
89,578.08,29.0,729.8328613876089
89,578.08,30.0,770.9348372223693
89,578.08,31.0,755.7477320961001
89,578.08,32.0,777.3390104418781
89,578.08,33.0,776.5886982212182
89,578.08,34.0,766.4151168756737
89,578.08,35.0,792.7477407024738
89,578.08,36.0,826.3931613145437
89,578.08,37.0,819.9770574618335
89,578.08,38.0,834.7831528046287
89,578.08,39.0,857.7260592863478
89,578.08,40.0,884.1143291844953
89,578.08,41.0,930.8738740912675
89,578.08,42.0,954.4381554904413
89,578.08,43.0,1015.5389057400605
89,578.08,44.0,1045.3803775522756
89,578.08,45.0,1119.743073048121
89,578.08,46.0,1154.9270997697595
89,578.08,47.0,1220.8068883850544
89,578.08,48.0,1261.5473876156034
89,578.08,49.0,1329.6476860133741
89,578.08,50.0,1402.5097982907496
89,578.08,51.0,387.9209768355682
89,0.0,52.0,0.0
89,0.0,53.0,0.0
89,0.0,54.0,0.0
89,0.0,55.0,0.0
89,0.0,56.0,0.0
89,0.0,57.0,0.0
89,0.0,58.0,0.0
89,0.0,59.0,0.0
89,0.0,60.0,0.0
89,0.0,61.0,0.0
89,0.0,62.0,0.0
89,0.0,63.0,0.0
89,0.0,64.0,0.0
89,0.0,65.0,0.0
89,0.0,66.0,0.0
89,0.0,67.0,0.0
89,0.0,68.0,0.0
89,0.0,69.0,0.0
89,0.0,70.0,0.0
89,0.0,71.0,0.0
89,0.0,72.0,0.0
89,0.0,73.0,0.0
89,0.0,74.0,0.0
89,0.0,75.0,0.0
89,0.0,76.0,0.0
89,0.0,77.0,0.0
89,0.0,78.0,0.0
89,0.0,79.0,0.0
89,0.0,80.0,0.0
89,0.0,81.0,0.0
89,0.0,82.0,0.0
89,0.0,83.0,0.0
89,0.0,84.0,0.0
89,0.0,85.0,0.0
89,0.0,86.0,0.0
89,0.0,87.0,0.0
89,0.0,88.0,0.0
89,0.0,89.0,0.0
89,0.0,90.0,0.0
89,0.0,91.0,0.0
89,0.0,92.0,0.0
89,0.0,93.0,0.0
89,0.0,94.0,0.0
89,0.0,95.0,0.0
89,0.0,96.0,0.0
89,0.0,97.0,0.0
89,0.0,98.0,0.0
89,0.0,99.0,0.0
89,0.0,100.0,0.0
90,573.22,1.0,32.178734200316605
90,573.22,2.0,24.723142506802887
90,573.22,3.0,62.7222231730117
90,573.22,4.0,78.61448393498185
90,573.22,5.0,106.41668718637375
90,573.22,6.0,126.44504632579206
90,573.22,7.0,162.1034644338725
90,573.22,8.0,208.79398594190891
90,573.22,9.0,239.93527510894398
90,573.22,10.0,298.91280963607164
90,573.22,11.0,335.36516191013726
90,573.22,12.0,380.17575485014476
90,573.22,13.0,410.99287595062157
90,573.22,14.0,446.2282282197201
90,573.22,15.0,464.804796863065
90,573.22,16.0,505.86940741993425
90,573.22,17.0,553.3357645450773
90,573.22,18.0,590.8457184387908
90,573.22,19.0,606.7960888397419
90,573.22,20.0,644.5109223107961
90,573.22,21.0,684.0654429931366
90,573.22,22.0,652.652510113849
90,573.22,23.0,670.1394806531159
90,573.22,24.0,681.0824959753359
90,573.22,25.0,709.2874976315077
90,573.22,26.0,711.4862515040562
90,573.22,27.0,709.4822654030165
90,573.22,28.0,706.6879621920964
90,573.22,29.0,699.0245705434992
90,573.22,30.0,709.245028092159
90,573.22,31.0,721.0079727259782
90,573.22,32.0,750.3336836476295
90,573.22,33.0,737.7263096910694
90,573.22,34.0,763.8086277264554
90,573.22,35.0,779.7217212850334
90,573.22,36.0,823.851118003469
90,573.22,37.0,842.9627665090129
90,573.22,38.0,873.00386954872
90,573.22,39.0,895.5145791237101
90,573.22,40.0,933.123830129838
90,573.22,41.0,977.5988878505394
90,573.22,42.0,1063.4774911301638
90,573.22,43.0,1077.2627155513255
90,573.22,44.0,1124.3760495623308
90,573.22,45.0,1158.7015818691948
90,573.22,46.0,1247.9005672437727
90,573.22,47.0,1260.785402317184
90,573.22,48.0,1328.6524172917577
90,573.22,49.0,301.7319767807707
90,0.0,50.0,0.0
90,0.0,51.0,0.0
90,0.0,52.0,0.0
90,0.0,53.0,0.0
90,0.0,54.0,0.0
90,0.0,55.0,0.0
90,0.0,56.0,0.0
90,0.0,57.0,0.0
90,0.0,58.0,0.0
90,0.0,59.0,0.0
90,0.0,60.0,0.0
90,0.0,61.0,0.0
90,0.0,62.0,0.0
90,0.0,63.0,0.0
90,0.0,64.0,0.0
90,0.0,65.0,0.0
90,0.0,66.0,0.0
90,0.0,67.0,0.0
90,0.0,68.0,0.0
90,0.0,69.0,0.0
90,0.0,70.0,0.0
90,0.0,71.0,0.0
90,0.0,72.0,0.0
90,0.0,73.0,0.0
90,0.0,74.0,0.0
90,0.0,75.0,0.0
90,0.0,76.0,0.0
90,0.0,77.0,0.0
90,0.0,78.0,0.0
90,0.0,79.0,0.0
90,0.0,80.0,0.0
90,0.0,81.0,0.0
90,0.0,82.0,0.0
90,0.0,83.0,0.0
90,0.0,84.0,0.0
90,0.0,85.0,0.0
90,0.0,86.0,0.0
90,0.0,87.0,0.0
90,0.0,88.0,0.0
90,0.0,89.0,0.0
90,0.0,90.0,0.0
90,0.0,91.0,0.0
90,0.0,92.0,0.0
90,0.0,93.0,0.0
90,0.0,94.0,0.0
90,0.0,95.0,0.0
90,0.0,96.0,0.0
90,0.0,97.0,0.0
90,0.0,98.0,0.0
90,0.0,99.0,0.0
90,0.0,100.0,0.0
91,568.37,1.0,26.460704254382463
91,568.37,2.0,47.84634035383925
91,568.37,3.0,49.80810550865714
91,568.37,4.0,65.9262471637018
91,568.37,5.0,83.74804282840854
91,568.37,6.0,124.85732253570275
91,568.37,7.0,147.74656902639327
91,568.37,8.0,179.05233223427194
91,568.37,9.0,228.9368350160847
91,568.37,10.0,258.2698539725755
91,568.37,11.0,310.5136538568652
91,568.37,12.0,325.3779129309233
91,568.37,13.0,382.1928902680625
91,568.37,14.0,425.72305592648695
91,568.37,15.0,436.32659215248964
91,568.37,16.0,472.2340898628226
91,568.37,17.0,502.73960369989237
91,568.37,18.0,532.2433213545563
91,568.37,19.0,549.9232979627755
91,568.37,20.0,579.0715194218344
91,568.37,21.0,596.2383132480227
91,568.37,22.0,629.8291828775702
91,568.37,23.0,642.3578917405299
91,568.37,24.0,639.0608243905642
91,568.37,25.0,642.1611359279158
91,568.37,26.0,651.2488599098475
91,568.37,27.0,664.4097755144227
91,568.37,28.0,667.9170165466965
91,568.37,29.0,676.1755112714916
91,568.37,30.0,683.3714191881205
91,568.37,31.0,685.2590105495243
91,568.37,32.0,699.9555062636884
91,568.37,33.0,710.4482154840144
91,568.37,34.0,724.940310423283
91,568.37,35.0,740.4311409793377
91,568.37,36.0,750.9626097824846
91,568.37,37.0,776.7615839197141
91,568.37,38.0,828.5846515472233
91,568.37,39.0,868.6492623810012
91,568.37,40.0,879.2349785079404
91,568.37,41.0,873.4142619044296
91,568.37,42.0,916.4851959023931
91,568.37,43.0,964.3972354133298
91,568.37,44.0,1012.7384139662921
91,568.37,45.0,1044.8440666885422
91,568.37,46.0,1084.759404945485
91,568.37,47.0,1118.1253858493083
91,568.37,48.0,1173.9804433711197
91,568.37,49.0,1214.4101904715224
91,568.37,50.0,429.20386039858295
91,0.0,51.0,0.0
91,0.0,52.0,0.0
91,0.0,53.0,0.0
91,0.0,54.0,0.0
91,0.0,55.0,0.0
91,0.0,56.0,0.0
91,0.0,57.0,0.0
91,0.0,58.0,0.0
91,0.0,59.0,0.0
91,0.0,60.0,0.0
91,0.0,61.0,0.0
91,0.0,62.0,0.0
91,0.0,63.0,0.0
91,0.0,64.0,0.0
91,0.0,65.0,0.0
91,0.0,66.0,0.0
91,0.0,67.0,0.0
91,0.0,68.0,0.0
91,0.0,69.0,0.0
91,0.0,70.0,0.0
91,0.0,71.0,0.0
91,0.0,72.0,0.0
91,0.0,73.0,0.0
91,0.0,74.0,0.0
91,0.0,75.0,0.0
91,0.0,76.0,0.0
91,0.0,77.0,0.0
91,0.0,78.0,0.0
91,0.0,79.0,0.0
91,0.0,80.0,0.0
91,0.0,81.0,0.0
91,0.0,82.0,0.0
91,0.0,83.0,0.0
91,0.0,84.0,0.0
91,0.0,85.0,0.0
91,0.0,86.0,0.0
91,0.0,87.0,0.0
91,0.0,88.0,0.0
91,0.0,89.0,0.0
91,0.0,90.0,0.0
91,0.0,91.0,0.0
91,0.0,92.0,0.0
